"Appendix 1a. Person-years by State, Sex, and Age Group for 2020",,,
State,Sex,Age Group,2020 Person-years
PI,Male,85-89,6129
PI,Male,90+,3088
PI,Total,0,47655
PI,Total,1-4,189843
PI,Total,5-9,236943
PI,Total,10-14,257314
PI,Total,15-19,286416
PI,Total,20-24,290428
PI,Total,25-29,263598
PI,Total,30-34,264210
PI,Total,35-39,253645
PI,Total,40-44,234668
PI,Total,45-49,196860
PI,Total,50-54,179740
PI,Total,55-59,157164
PI,Total,60-64,128483
PI,Total,65-69,103044
PI,Total,70-74,77599
PI,Total,75-79,52430
PI,Total,80-84,34091
PI,Total,85-89,16468
PI,Total,90+,8804
PR,Female,0,76939
PR,Female,1-4,308062
PR,Female,5-9,375514
PR,Female,10-14,367888
PR,Female,15-19,396635
PR,Female,20-24,448994
PR,Female,25-29,459450
PR,Female,30-34,448318
PR,Female,35-39,443699
PR,Female,40-44,425889
PR,Female,45-49,400316
PR,Female,50-54,388610
PR,Female,55-59,354269
PR,Female,60-64,296138
PR,Female,65-69,236982
PR,Female,70-74,175750
PR,Female,75-79,120962
PR,Female,80-84,78774
PR,Female,85-89,43514
PR,Female,90+,25602
PR,Male,0,80669
PR,Male,1-4,323164
PR,Male,5-9,393886
PR,Male,10-14,384849
PR,Male,15-19,412248
PR,Male,20-24,460771
PR,Male,25-29,461872
PR,Male,30-34,442434
PR,Male,35-39,428694
PR,Male,40-44,402997
PR,Male,45-49,374136
PR,Male,50-54,357080
PR,Male,55-59,316127
PR,Male,60-64,257549
PR,Male,65-69,201205
PR,Male,70-74,144727
PR,Male,75-79,94126
PR,Male,80-84,57666
PR,Male,85-89,28522
PR,Male,90+,15082
PR,Total,0,157608
PR,Total,1-4,631226
PR,Total,5-9,769400
PR,Total,10-14,752736
PR,Total,15-19,808882
PR,Total,20-24,909765
PR,Total,25-29,921322
PR,Total,30-34,890752
PR,Total,35-39,872393
PR,Total,40-44,828886
PR,Total,45-49,774452
PR,Total,50-54,745690
PR,Total,55-59,670395
PR,Total,60-64,553686
PR,Total,65-69,438187
PR,Total,70-74,320477
PR,Total,75-79,215088
PR,Total,80-84,136440
PR,Total,85-89,72037
PR,Total,90+,40684
RJ,Female,0,109475
RJ,Female,1-4,439122
RJ,Female,5-9,537343
RJ,Female,10-14,516058
RJ,Female,15-19,558719
RJ,Female,20-24,659674
RJ,Female,25-29,656266
RJ,Female,30-34,674911
RJ,Female,35-39,705927
RJ,Female,40-44,684501
RJ,Female,45-49,617376
RJ,Female,50-54,587252
RJ,Female,55-59,564503
RJ,Female,60-64,506241
RJ,Female,65-69,412749
RJ,Female,70-74,311533
RJ,Female,75-79,211251
RJ,Female,80-84,148075
RJ,Female,85-89,87224
RJ,Female,90+,66336
RJ,Male,0,114792
RJ,Male,1-4,460402
RJ,Male,5-9,562921
RJ,Male,10-14,539456
RJ,Male,15-19,580788
RJ,Male,20-24,671255
RJ,Male,25-29,651599
RJ,Male,30-34,653049
RJ,Male,35-39,658933
RJ,Male,40-44,623753
RJ,Male,45-49,549313
RJ,Male,50-54,517132
RJ,Male,55-59,476614
RJ,Male,60-64,409130
RJ,Male,65-69,313922
RJ,Male,70-74,223084
RJ,Male,75-79,139230
RJ,Male,80-84,86761
RJ,Male,85-89,43936
RJ,Male,90+,24409
RJ,Total,0,224267
RJ,Total,1-4,899523
RJ,Total,5-9,1100265
RJ,Total,10-14,1055514
RJ,Total,15-19,1139507
RJ,Total,20-24,1330929
RJ,Total,25-29,1307865
RJ,Total,30-34,1327960
RJ,Total,35-39,1364860
RJ,Total,40-44,1308254
RJ,Total,45-49,1166689
RJ,Total,50-54,1104384
RJ,Total,55-59,1041117
RJ,Total,60-64,915371
RJ,Total,65-69,726671
RJ,Total,70-74,534617
RJ,Total,75-79,350480
RJ,Total,80-84,234836
RJ,Total,85-89,131161
RJ,Total,90+,90745
RN,Female,0,23224
RN,Female,1-4,93050
RN,Female,5-9,119798
RN,Female,10-14,126644
RN,Female,15-19,134114
RN,Female,20-24,145972
RN,Female,25-29,148209
RN,Female,30-34,155124
RN,Female,35-39,146433
RN,Female,40-44,130288
RN,Female,45-49,115949
RN,Female,50-54,110958
RN,Female,55-59,97705
RN,Female,60-64,74368
RN,Female,65-69,57851
RN,Female,70-74,50020
RN,Female,75-79,34185
RN,Female,80-84,24381
RN,Female,85-89,12676
RN,Female,90+,9470
RN,Male,0,24300
RN,Male,1-4,97205
RN,Male,5-9,124879
RN,Male,10-14,131507
RN,Male,15-19,138239
RN,Male,20-24,150171
RN,Male,25-29,147999
RN,Male,30-34,153019
RN,Male,35-39,141743
RN,Male,40-44,122624
RN,Male,45-49,106270
RN,Male,50-54,100193
RN,Male,55-59,85922
RN,Male,60-64,62217
RN,Male,65-69,45277
RN,Male,70-74,37766
RN,Male,75-79,24340
RN,Male,80-84,15853
RN,Male,85-89,7172
RN,Male,90+,4926
RN,Total,0,47524
RN,Total,1-4,190255
RN,Total,5-9,244676
RN,Total,10-14,258151
RN,Total,15-19,272353
RN,Total,20-24,296143
RN,Total,25-29,296208
RN,Total,30-34,308143
RN,Total,35-39,288176
RN,Total,40-44,252912
RN,Total,45-49,222219
RN,Total,50-54,211151
RN,Total,55-59,183627
RN,Total,60-64,136585
RN,Total,65-69,103128
RN,Total,70-74,87785
RN,Total,75-79,58525
RN,Total,80-84,40234
RN,Total,85-89,19848
RN,Total,90+,14396
RO,Female,0,13723
RO,Female,1-4,54609
RO,Female,5-9,66347
RO,Female,10-14,67064
RO,Female,15-19,73553
RO,Female,20-24,77108
RO,Female,25-29,78105
RO,Female,30-34,76615
RO,Female,35-39,74641
RO,Female,40-44,67094
RO,Female,45-49,58528
RO,Female,50-54,50313
RO,Female,55-59,41383
RO,Female,60-64,31922
RO,Female,65-69,23068
RO,Female,70-74,14850
RO,Female,75-79,9450
RO,Female,80-84,5349
RO,Female,85-89,2560
RO,Female,90+,1432
RO,Male,0,14376
RO,Male,1-4,57200
RO,Male,5-9,69527
RO,Male,10-14,70311
RO,Male,15-19,76531
RO,Male,20-24,79508
RO,Male,25-29,78857
RO,Male,30-34,78398
RO,Male,35-39,74842
RO,Male,40-44,66459
RO,Male,45-49,56779
RO,Male,50-54,51944
RO,Male,55-59,43894
RO,Male,60-64,33173
RO,Male,65-69,22965
RO,Male,70-74,14955
RO,Male,75-79,9057
RO,Male,80-84,5228
RO,Male,85-89,2309
RO,Male,90+,1225
RO,Total,0,28098
RO,Total,1-4,111810
RO,Total,5-9,135874
RO,Total,10-14,137374
RO,Total,15-19,150083
RO,Total,20-24,156616
RO,Total,25-29,156962
RO,Total,30-34,155013
RO,Total,35-39,149483
RO,Total,40-44,133553
RO,Total,45-49,115307
RO,Total,50-54,102257
RO,Total,55-59,85276
RO,Total,60-64,65095
RO,Total,65-69,46033
RO,Total,70-74,29806
RO,Total,75-79,18507
RO,Total,80-84,10577
RO,Total,85-89,4869
RO,Total,90+,2656
RR,Female,0,6003
RR,Female,1-4,22968
RR,Female,5-9,27126
RR,Female,10-14,26274
RR,Female,15-19,26268
RR,Female,20-24,29159
RR,Female,25-29,29632
RR,Female,30-34,27754
RR,Female,35-39,25840
RR,Female,40-44,21272
RR,Female,45-49,16545
RR,Female,50-54,13073
RR,Female,55-59,10541
RR,Female,60-64,8051
RR,Female,65-69,5641
RR,Female,70-74,3652
RR,Female,75-79,2177
RR,Female,80-84,1269
RR,Female,85-89,615
RR,Female,90+,323
RR,Male,0,6302
RR,Male,1-4,24077
RR,Male,5-9,28336
RR,Male,10-14,27222
RR,Male,15-19,27178
RR,Male,20-24,31699
RR,Male,25-29,33291
RR,Male,30-34,31311
RR,Male,35-39,28088
RR,Male,40-44,22801
RR,Male,45-49,17812
RR,Male,50-54,14297
RR,Male,55-59,11354
RR,Male,60-64,8377
RR,Male,65-69,5920
RR,Male,70-74,3881
RR,Male,75-79,2104
RR,Male,80-84,1101
RR,Male,85-89,462
RR,Male,90+,213
RR,Total,0,12305
RR,Total,1-4,47046
RR,Total,5-9,55461
RR,Total,10-14,53496
RR,Total,15-19,53446
RR,Total,20-24,60857
RR,Total,25-29,62923
RR,Total,30-34,59065
RR,Total,35-39,53928
RR,Total,40-44,44073
RR,Total,45-49,34357
RR,Total,50-54,27370
RR,Total,55-59,21895
RR,Total,60-64,16428
RR,Total,65-69,11560
RR,Total,70-74,7533
RR,Total,75-79,4281
RR,Total,80-84,2370
RR,Total,85-89,1077
RR,Total,90+,536
RS,Female,0,68468
RS,Female,1-4,277227
RS,Female,5-9,339156
RS,Female,10-14,328705
RS,Female,15-19,374261
RS,Female,20-24,422406
RS,Female,25-29,429437
RS,Female,30-34,426127
RS,Female,35-39,441893
RS,Female,40-44,404573
RS,Female,45-49,374116
RS,Female,50-54,383505
RS,Female,55-59,387184
RS,Female,60-64,342896
RS,Female,65-69,283335
RS,Female,70-74,217239
RS,Female,75-79,151101
RS,Female,80-84,103852
RS,Female,85-89,61696
RS,Female,90+,44609
RS,Male,0,71808
RS,Male,1-4,290730
RS,Male,5-9,355566
RS,Male,10-14,344588
RS,Male,15-19,391761
RS,Male,20-24,435418
RS,Male,25-29,434216
RS,Male,30-34,426152
RS,Male,35-39,432645
RS,Male,40-44,386662
RS,Male,45-49,353118
RS,Male,50-54,351844
RS,Male,55-59,347996
RS,Male,60-64,300288
RS,Male,65-69,238128
RS,Male,70-74,171877
RS,Male,75-79,108633
RS,Male,80-84,65039
RS,Male,85-89,32217
RS,Male,90+,16859
RS,Total,0,140276
RS,Total,1-4,567957
RS,Total,5-9,694723
RS,Total,10-14,673293
RS,Total,15-19,766022
RS,Total,20-24,857824
RS,Total,25-29,863654
RS,Total,30-34,852279
RS,Total,35-39,874538
RS,Total,40-44,791234
RS,Total,45-49,727234
RS,Total,50-54,735350
RS,Total,55-59,735181
RS,Total,60-64,643184
RS,Total,65-69,521463
RS,Total,70-74,389116
RS,Total,75-79,259733
RS,Total,80-84,168890
RS,Total,85-89,93912
RS,Total,90+,61468
SC,Female,0,47403
SC,Female,1-4,190193
SC,Female,5-9,226940
SC,Female,10-14,218301
SC,Female,15-19,230780
SC,Female,20-24,273531
SC,Female,25-29,292599
SC,Female,30-34,301137
SC,Female,35-39,297121
SC,Female,40-44,266323
SC,Female,45-49,244739
SC,Female,50-54,238868
SC,Female,55-59,225634
SC,Female,60-64,184379
SC,Female,65-69,145721
SC,Female,70-74,105751
SC,Female,75-79,70336
SC,Female,80-84,47097
SC,Female,85-89,26219
SC,Female,90+,18703
SC,Male,0,49704
SC,Male,1-4,199169
SC,Male,5-9,237103
SC,Male,10-14,227657
SC,Male,15-19,240211
SC,Male,20-24,284182
SC,Male,25-29,302687
SC,Male,30-34,312820
SC,Male,35-39,303252
SC,Male,40-44,265848
SC,Male,45-49,239235
SC,Male,50-54,229849
SC,Male,55-59,210576
SC,Male,60-64,168521
SC,Male,65-69,128433
SC,Male,70-74,88133
SC,Male,75-79,53372
SC,Male,80-84,31411
SC,Male,85-89,14992
SC,Male,90+,8142
SC,Total,0,97107
SC,Total,1-4,389362
SC,Total,5-9,464043
SC,Total,10-14,445958
SC,Total,15-19,470991
SC,Total,20-24,557713
SC,Total,25-29,595285
SC,Total,30-34,613957
SC,Total,35-39,600372
SC,Total,40-44,532172
SC,Total,45-49,483974
SC,Total,50-54,468718
SC,Total,55-59,436210
SC,Total,60-64,352900
SC,Total,65-69,274155
SC,Total,70-74,193885
SC,Total,75-79,123707
SC,Total,80-84,78508
SC,Total,85-89,41211
SC,Total,90+,26846
SE,Female,0,16650
SE,Female,1-4,66211
SE,Female,5-9,83726
SE,Female,10-14,88046
SE,Female,15-19,92702
SE,Female,20-24,104288
SE,Female,25-29,101905
SE,Female,30-34,102641
SE,Female,35-39,98493
SE,Female,40-44,89188
SE,Female,45-49,77793
SE,Female,50-54,70157
SE,Female,55-59,58245
SE,Female,60-64,45541
SE,Female,65-69,36016
SE,Female,70-74,26731
SE,Female,75-79,18413
SE,Female,80-84,12104
SE,Female,85-89,6475
SE,Female,90+,3733
SE,Male,0,17446
SE,Male,1-4,69332
SE,Male,5-9,87466
SE,Male,10-14,91347
SE,Male,15-19,94495
SE,Male,20-24,104733
SE,Male,25-29,97526
SE,Male,30-34,95126
SE,Male,35-39,89337
SE,Male,40-44,79447
SE,Male,45-49,68240
SE,Male,50-54,61459
SE,Male,55-59,49756
SE,Male,60-64,37969
SE,Male,65-69,28640
SE,Male,70-74,20846
SE,Male,75-79,12875
SE,Male,80-84,7378
SE,Male,85-89,3409
SE,Male,90+,1673
SE,Total,0,34096
SE,Total,1-4,135543
SE,Total,5-9,171192
SE,Total,10-14,179393
SE,Total,15-19,187197
SE,Total,20-24,209022
SE,Total,25-29,199431
SE,Total,30-34,197767
SE,Total,35-39,187830
SE,Total,40-44,168634
SE,Total,45-49,146033
SE,Total,50-54,131616
SE,Total,55-59,108001
SE,Total,60-64,83509
SE,Total,65-69,64656
SE,Total,70-74,47577
SE,Total,75-79,31288
SE,Total,80-84,19481
SE,Total,85-89,9884
SE,Total,90+,5406
SP,Female,0,294186
SP,Female,1-4,1189932
SP,Female,5-9,1485700
SP,Female,10-14,1446506
SP,Female,15-19,1532730
SP,Female,20-24,1702186
SP,Female,25-29,1739541
SP,Female,30-34,1889658
SP,Female,35-39,1945874
SP,Female,40-44,1820515
SP,Female,45-49,1626881
SP,Female,50-54,1516331
SP,Female,55-59,1405876
SP,Female,60-64,1226227
SP,Female,65-69,977237
SP,Female,70-74,730678
SP,Female,75-79,493637
SP,Female,80-84,340308
SP,Female,85-89,196079
SP,Female,90+,142812
SP,Male,0,308374
SP,Male,1-4,1246526
SP,Male,5-9,1555044
SP,Male,10-14,1512034
SP,Male,15-19,1596287
SP,Male,20-24,1746589
SP,Male,25-29,1772871
SP,Male,30-34,1921537
SP,Male,35-39,1906730
SP,Male,40-44,1724822
SP,Male,45-49,1512218
SP,Male,50-54,1386295
SP,Male,55-59,1223513
SP,Male,60-64,1036556
SP,Male,65-69,799018
SP,Male,70-74,562788
SP,Male,75-79,353759
SP,Male,80-84,219590
SP,Male,85-89,111129
SP,Male,90+,61233
SP,Total,0,602560
SP,Total,1-4,2436458
SP,Total,5-9,3040744
SP,Total,10-14,2958541
SP,Total,15-19,3129017
SP,Total,20-24,3448774
SP,Total,25-29,3512412
SP,Total,30-34,3811195
SP,Total,35-39,3852603
SP,Total,40-44,3545337
SP,Total,45-49,3139099
SP,Total,50-54,2902626
SP,Total,55-59,2629389
SP,Total,60-64,2262783
SP,Total,65-69,1776255
SP,Total,70-74,1293466
SP,Total,75-79,847396
SP,Total,80-84,559899
SP,Total,85-89,307207
SP,Total,90+,204045
TO,Female,0,12471
TO,Female,1-4,48804
TO,Female,5-9,61429
TO,Female,10-14,64683
TO,Female,15-19,67442
TO,Female,20-24,70910
TO,Female,25-29,68519
TO,Female,30-34,65966
TO,Female,35-39,63666
TO,Female,40-44,58108
TO,Female,45-49,46745
TO,Female,50-54,41187
TO,Female,55-59,33590
TO,Female,60-64,26892
TO,Female,65-69,20978
TO,Female,70-74,15301
TO,Female,75-79,10347
TO,Female,80-84,6872
TO,Female,85-89,3512
TO,Female,90+,1814
TO,Male,0,13083
TO,Male,1-4,51066
TO,Male,5-9,64183
TO,Male,10-14,67424
TO,Male,15-19,69604
TO,Male,20-24,73134
TO,Male,25-29,69090
TO,Male,30-34,65309
TO,Male,35-39,62266
TO,Male,40-44,56723
TO,Male,45-49,47763
TO,Male,50-54,41249
TO,Male,55-59,34011
TO,Male,60-64,26836
TO,Male,65-69,21002
TO,Male,70-74,15194
TO,Male,75-79,10378
TO,Male,80-84,6667
TO,Male,85-89,3314
TO,Male,90+,1625
TO,Total,0,25553
TO,Total,1-4,99870
TO,Total,5-9,125612
TO,Total,10-14,132107
TO,Total,15-19,137047
TO,Total,20-24,144044
TO,Total,25-29,137609
TO,Total,30-34,131276
TO,Total,35-39,125932
TO,Total,40-44,114832
TO,Total,45-49,94508
TO,Total,50-54,82436
TO,Total,55-59,67601
TO,Total,60-64,53729
TO,Total,65-69,41980
TO,Total,70-74,30495
TO,Total,75-79,20725
TO,Total,80-84,13539
TO,Total,85-89,6826
TO,Total,90+,3439
